Verhardingsobject Guid,Datum,Inspecterende organisatie,Dwarsonvlakheid,Langsonvlakheid,Oneffenheden,Rafeling,Randschade,Scheurvorming,Voegvulling,Voegwijdte,Zetting,Opmerking
{02D10B16-0696-47C8-A705-A5185F264FBB},20-9-2016,,G,,G,G,G,G,G,G,G,
{02D10B16-0696-47C8-A705-A5185F264FBB},18-5-2018,,G,,G,G,G,G,,,G,
{02D6BAEF-B0D5-4D06-BFDA-9418860B7903},16-3-2016,,G,,G,L1,G,G,G,G,G,
{02D6BAEF-B0D5-4D06-BFDA-9418860B7903},12-6-2018,,G,,G,G,G,G,,,G,
{02D96678-F0ED-4A8F-A076-FCE28F848A63},14-1-2015,,G,,G,M1,E1,M1,G,G,G,
{02D96678-F0ED-4A8F-A076-FCE28F848A63},26-9-2017,,G,,G,L1,E2,E2,G,G,G,
{02D96678-F0ED-4A8F-A076-FCE28F848A63},15-2-2019,,G,,G,G,E1,G,,,G,
{02E3367C-3A90-4F3C-B5E4-8ABAFB114C6A},20-10-2016,,G,,G,L1,G,L1,G,G,G,
{02E3367C-3A90-4F3C-B5E4-8ABAFB114C6A},21-6-2019,,G,,G,G,G,G,,,G,
{02E3A92B-9003-4E5D-BE9C-95F392961133},20-9-2016,,L2,,M1,G,E1,E1,G,G,G,
{02E3A92B-9003-4E5D-BE9C-95F392961133},29-5-2018,,G,,G,G,E1,E1,,,G,gedeelte elementen
{02E3A92B-9003-4E5D-BE9C-95F392961133},21-2-2019,,G,,G,G,G,G,,,G,
{02EBB7B9-C240-49F8-A015-5B0CEA0CFE7A},25-2-2015,,G,,G,L2,G,G,G,G,G,
{02EBB7B9-C240-49F8-A015-5B0CEA0CFE7A},26-9-2017,,G,,G,L1,M1,M1,G,G,G,
{02EBB7B9-C240-49F8-A015-5B0CEA0CFE7A},11-2-2019,,G,,G,G,G,G,,,G,
{02EC6769-76E0-460D-A0C5-9CB7F04827AE},16-3-2016,,G,,G,G,G,G,G,G,G,
{02EC6769-76E0-460D-A0C5-9CB7F04827AE},4-6-2018,,G,,G,G,G,G,,,G,
{02F49CCF-D4F2-4B6B-83BD-AC1C5836B4E6},20-9-2016,,G,,G,G,G,L1,G,G,G,
{02F49CCF-D4F2-4B6B-83BD-AC1C5836B4E6},23-5-2018,,G,,G,G,G,G,,,G,
{02FF4082-F3D5-4ED2-9A7E-431EA0E013CB},10-5-2016,,G,,G,G,G,G,G,G,G,
{02FF4082-F3D5-4ED2-9A7E-431EA0E013CB},24-4-2018,,G,,G,G,G,G,,,G,
{0306F6F8-E5AB-4B57-A596-5F1B7C1E5E7F},10-5-2016,,G,,G,G,G,G,G,G,G,
{0306F6F8-E5AB-4B57-A596-5F1B7C1E5E7F},18-5-2018,,G,,G,L1,G,G,,,G,
{03076836-0C06-4113-84D7-8CDC1CD44CA3},20-9-2016,,G,,G,G,G,G,G,G,G,
{03076836-0C06-4113-84D7-8CDC1CD44CA3},18-5-2018,,G,,G,G,G,M1,,,G,
{031006A5-5E61-48EE-9805-C72495067A05},7-5-2015,,L1,,G,G,G,G,G,G,G,
{031006A5-5E61-48EE-9805-C72495067A05},24-7-2017,,L1,,G,G,G,M1,,,G,
{031006A5-5E61-48EE-9805-C72495067A05},11-4-2019,,G,,G,G,G,E1,,,G,
{0315ADCA-C162-4BCA-8840-CC19100692E0},20-9-2016,,G,,G,G,G,G,G,G,G,
{0315ADCA-C162-4BCA-8840-CC19100692E0},21-6-2018,,G,,G,L1,G,G,,,G,
{0315ADCA-C162-4BCA-8840-CC19100692E0},21-6-2018,,G,,G,L1,G,G,,,G,
{031A31AE-CDAB-4633-A59A-1CA7866254B6},6-5-2015,,G,,G,G,G,G,G,G,G,
{031A31AE-CDAB-4633-A59A-1CA7866254B6},1-8-2017,,G,,G,G,G,G,,,G,
{031A31AE-CDAB-4633-A59A-1CA7866254B6},3-4-2019,,G,,G,G,G,G,,,G,
{031DEB0A-EF4D-4D4C-8DFC-9C6345CA40D8},14-1-2015,,G,,G,L1,G,G,G,G,G,
{031DEB0A-EF4D-4D4C-8DFC-9C6345CA40D8},26-9-2017,,G,,G,L1,G,G,G,G,G,
{031DEB0A-EF4D-4D4C-8DFC-9C6345CA40D8},30-1-2019,,G,,G,G,G,G,,,G,
{032BB798-F011-4FEA-BE65-20270A42C6CE},16-3-2016,,G,,G,G,G,G,G,G,G,
{032BB798-F011-4FEA-BE65-20270A42C6CE},15-6-2018,,G,,G,G,G,G,,,G,
{032C0DCB-D728-41DD-82AD-9723C72F0894},16-3-2016,,G,,G,G,G,G,G,G,G,
{032C0DCB-D728-41DD-82AD-9723C72F0894},5-6-2018,,G,,G,G,G,G,,,G,
{03317ADB-789B-4AB8-9779-B389FC31AF74},1-5-2014,,G,,G,G,G,G,G,G,G,
{03317ADB-789B-4AB8-9779-B389FC31AF74},9-7-2018,,G,,G,G,G,G,,,G,
{0335DA00-B50C-45B2-9D15-8A6FDD519AF2},24-4-2014,,G,,G,G,G,G,G,G,G,
{0335DA00-B50C-45B2-9D15-8A6FDD519AF2},19-6-2018,,G,,G,G,G,G,,,G,
{0339910A-383C-44B1-A091-AB625E453E35},14-1-2015,,G,,G,G,G,G,G,G,G,
{0339910A-383C-44B1-A091-AB625E453E35},26-9-2017,,G,,G,L2,G,G,G,G,G,
{0339910A-383C-44B1-A091-AB625E453E35},20-12-2018,,G,,G,G,G,L1,,,G,
{033CE24E-E5A2-48DF-8822-D8F5DCDC11F8},21-9-2016,,G,,G,G,G,G,G,G,G,
{033CE24E-E5A2-48DF-8822-D8F5DCDC11F8},21-6-2018,,G,,G,G,G,G,,,G,
{0349EEEF-87AA-4783-B26F-7D23F7341878},20-9-2016,,G,,G,G,G,G,G,G,G,
{0349EEEF-87AA-4783-B26F-7D23F7341878},23-5-2018,,G,,G,G,G,G,,,G,
{034B9347-B1C9-463F-BE47-738EF5B18B39},16-3-2016,,G,,G,G,G,G,G,G,G,
{034B9347-B1C9-463F-BE47-738EF5B18B39},28-6-2018,,G,,G,G,G,G,,,G,
{034E27CD-12BB-453D-9AB3-8604B8224846},19-2-2015,,G,,G,G,G,G,G,G,G,
{034E27CD-12BB-453D-9AB3-8604B8224846},26-9-2017,,G,,G,G,G,G,G,G,G,
{034E27CD-12BB-453D-9AB3-8604B8224846},22-1-2019,,G,,G,G,G,G,,,G,
{035D4B89-396B-49B3-A148-DF67326082B6},7-4-2015,,G,,G,G,G,G,G,G,G,
{035D4B89-396B-49B3-A148-DF67326082B6},20-7-2017,,G,,G,G,G,G,,,G,
{035D4B89-396B-49B3-A148-DF67326082B6},25-4-2019,,G,,G,G,G,G,,,G,
{036071A5-B60E-4CAC-85B7-542B5F445EFE},20-9-2016,,G,,G,L1,G,G,G,G,G,
{036071A5-B60E-4CAC-85B7-542B5F445EFE},11-6-2018,,G,,G,G,G,G,,,G,
{03662ED9-1AB4-4167-A0BF-5EC3D84082B3},9-8-2017,,G,,G,G,G,E1,,,G,Mutatie
{03662ED9-1AB4-4167-A0BF-5EC3D84082B3},18-12-2018,,G,,G,G,G,G,,,G,
{0371B9E0-A522-4620-9627-2A7F50A3EB4C},9-8-2017,,G,,G,G,G,G,,,G,Mutatie
{0371B9E0-A522-4620-9627-2A7F50A3EB4C},18-12-2018,,G,,G,G,G,G,,,G,
{03770913-D752-4B32-94A6-6BA547DD40F6},9-5-2014,,G,,G,G,G,G,G,G,G,
{03770913-D752-4B32-94A6-6BA547DD40F6},19-6-2018,,G,,G,G,G,G,,,G,
{03773195-376E-4BDF-B8BD-A5DA84457CB9},21-9-2016,,G,,G,G,G,G,G,G,G,
{03773195-376E-4BDF-B8BD-A5DA84457CB9},21-6-2018,,G,,G,G,G,G,,,G,
{038097B1-F498-4F8A-919B-3230207FAB3C},21-2-2017,,G,,G,L1,G,G,G,G,G,
{038097B1-F498-4F8A-919B-3230207FAB3C},19-3-2019,,G,,G,G,G,G,,,G,
{038ABB6A-AFAE-4E6C-8059-F19A6F377A29},1-5-2014,,G,,G,G,G,G,G,G,G,
{038ABB6A-AFAE-4E6C-8059-F19A6F377A29},5-7-2018,,G,,G,L1,G,G,,,G,
{03945C97-938E-45FC-A170-74216F349BCC},30-4-2014,,G,,G,G,E1,G,G,G,G,
{03945C97-938E-45FC-A170-74216F349BCC},9-7-2018,,G,,G,G,E1,L1,,,G,
{039CDDDC-5ED0-469A-B173-AB890522EA6C},7-4-2015,,G,,G,G,G,G,G,G,G,
{039CDDDC-5ED0-469A-B173-AB890522EA6C},21-7-2017,,G,,G,G,G,G,,,G,
{039CDDDC-5ED0-469A-B173-AB890522EA6C},25-4-2019,,G,,G,G,G,G,,,G,
{03A676C6-F419-425D-B1C1-9865AB09C67B},21-2-2017,,G,,G,L1,M1,M1,G,G,G,
{03A676C6-F419-425D-B1C1-9865AB09C67B},19-3-2019,,G,,G,G,G,G,,,G,
{03AD7CAB-3F82-4FF6-91E6-92CE7EE9BE38},10-5-2016,,G,,G,G,G,G,G,G,G,
{03AD7CAB-3F82-4FF6-91E6-92CE7EE9BE38},4-5-2018,,G,,G,G,L1,G,,,G,
{03B48C59-FFD9-4BFA-BD52-2F99D4FD7CD3},7-5-2014,,G,,G,G,G,G,G,G,G,
{03B48C59-FFD9-4BFA-BD52-2F99D4FD7CD3},9-7-2018,,G,,G,G,G,G,,,G,
{03BACE2A-08DD-4F3D-B9B4-2180D6309009},20-9-2016,,G,,G,G,G,G,G,G,G,
{03BACE2A-08DD-4F3D-B9B4-2180D6309009},3-7-2018,,G,,G,G,G,G,,,G,
{03BBB800-6EF0-4A37-8859-9596BE00B405},1-8-2017,,G,,G,G,G,G,,,G,
{03BBB800-6EF0-4A37-8859-9596BE00B405},24-4-2019,,G,,G,G,G,G,,,G,
{03C599F5-A648-499C-98C5-82141A3874EC},11-3-2015,,G,,G,L1,G,G,G,G,G,
{03C599F5-A648-499C-98C5-82141A3874EC},26-9-2017,,G,,G,L1,G,G,G,G,G,
{03C599F5-A648-499C-98C5-82141A3874EC},21-2-2019,,G,,G,G,G,G,,,G,
{03C9FCCA-0BD9-482A-9C95-20499E4CC146},8-8-2017,,G,,G,G,G,G,,,G,
{03C9FCCA-0BD9-482A-9C95-20499E4CC146},23-5-2019,,G,,G,G,G,G,,,G,
{03D2EE48-E9D8-47A2-BDFD-94FC217E2A72},16-3-2016,,G,,G,L3,M3,G,G,G,G,
{03D2EE48-E9D8-47A2-BDFD-94FC217E2A72},12-6-2018,,G,,G,G,E3,G,,,G,
{03D4D63F-604F-47B5-8E15-009B20960B59},22-1-2015,,G,,G,G,G,G,G,G,G,
{03D4D63F-604F-47B5-8E15-009B20960B59},26-9-2017,,G,,G,G,G,G,G,G,G,
{03D4D63F-604F-47B5-8E15-009B20960B59},5-2-2019,,G,,G,G,G,G,,,G,Gedeelte elementen
{03DB0240-BC92-4D0B-9BFC-08879FF87AC3},16-3-2016,,G,,G,G,G,G,G,G,G,
{03DB0240-BC92-4D0B-9BFC-08879FF87AC3},4-6-2018,,G,,G,G,G,G,,,G,
{03DCEC6B-EBF4-4823-8F2A-BFA4DFF9D289},20-9-2016,,G,,G,G,G,G,G,G,G,
{03DCEC6B-EBF4-4823-8F2A-BFA4DFF9D289},22-6-2018,,G,,G,G,G,G,,,G,
{03DCEC6B-EBF4-4823-8F2A-BFA4DFF9D289},28-2-2019,,G,,G,G,G,G,,,G,
{03DE2897-6219-4F00-96C0-BC1A2AB42DD3},7-4-2015,,G,,G,G,G,G,G,G,G,
{03DE2897-6219-4F00-96C0-BC1A2AB42DD3},21-7-2017,,G,,G,G,G,G,,,G,
{03DE2897-6219-4F00-96C0-BC1A2AB42DD3},1-5-2019,,G,,G,G,G,G,,,G,
{03E095A4-B2E2-4793-99E4-3C64F9AD09BF},10-5-2016,,G,,G,G,G,G,G,G,G,
{03E095A4-B2E2-4793-99E4-3C64F9AD09BF},23-5-2018,,G,,G,G,G,G,,,G,
{03E2E94F-6297-41A6-AF6F-40621CD1648F},30-4-2014,,G,,G,G,M1,G,G,G,G,
{03E2E94F-6297-41A6-AF6F-40621CD1648F},10-7-2018,,G,,G,G,E1,E1,,,G,
{03E395DE-3EEE-4D75-A853-56F5B2027B17},12-7-2017,,G,,G,G,G,G,,,G,Mutatie
{03E395DE-3EEE-4D75-A853-56F5B2027B17},17-4-2019,,G,,G,G,G,G,,,G,
{03E63866-5B2E-4BBC-B8B4-74A69CD509BB},10-5-2016,,G,,G,G,G,G,G,G,G,
{03E63866-5B2E-4BBC-B8B4-74A69CD509BB},25-5-2018,,G,,G,G,G,G,,,G,
{03E638AD-8473-469C-B664-B8EAFF6F7D0A},10-5-2016,,G,,G,G,G,G,G,G,G,
{03E638AD-8473-469C-B664-B8EAFF6F7D0A},30-5-2018,,G,,G,G,G,G,,,G,
{03E9F666-882E-4EFB-830E-2BB57D4D35F5},1-1-2015,,G,,G,G,G,G,G,G,G,dwarslas(sen) 18m
{03E9F666-882E-4EFB-830E-2BB57D4D35F5},8-8-2017,,G,,G,G,G,G,,,G,
{03E9F666-882E-4EFB-830E-2BB57D4D35F5},1-5-2019,,G,,G,G,G,G,,,G,
{03FEF210-3173-41A4-B9F4-A11D834F5B49},20-9-2016,,G,,G,G,G,G,G,G,G,
{03FEF210-3173-41A4-B9F4-A11D834F5B49},24-5-2018,,G,,G,G,G,G,,,G,
{03FEF210-3173-41A4-B9F4-A11D834F5B49},3-1-2019,,G,,G,G,G,G,,,G,
{04079318-CC0F-404F-90EA-B5E16614D121},14-1-2015,,G,,G,G,G,G,G,G,G,
{04079318-CC0F-404F-90EA-B5E16614D121},26-9-2017,,G,,G,G,G,G,G,G,G,
{04079318-CC0F-404F-90EA-B5E16614D121},3-1-2019,,G,,G,G,G,G,,,G,
{040CB4C8-6297-4AC1-88BC-8E478FBDA0E3},20-9-2016,,G,,G,G,G,G,G,G,G,
{040CB4C8-6297-4AC1-88BC-8E478FBDA0E3},24-5-2018,,G,,G,G,G,G,,,G,
{040CB4C8-6297-4AC1-88BC-8E478FBDA0E3},18-1-2019,,G,,G,G,G,G,,,G,
{041209F2-CE81-4AE7-87A9-CFE900CEE240},20-9-2016,,G,,G,G,G,G,G,G,G,
{041209F2-CE81-4AE7-87A9-CFE900CEE240},12-6-2018,,G,,G,G,G,G,,,G,
{0415B9A0-C9B6-4C97-822C-878D0E68B3FD},20-9-2016,,G,,G,G,G,G,G,G,G,
{0415B9A0-C9B6-4C97-822C-878D0E68B3FD},29-5-2018,,G,,G,G,G,G,,,G,
{0415B9A0-C9B6-4C97-822C-878D0E68B3FD},19-3-2019,,G,,G,G,G,G,,,G,
{04167A68-3934-405E-9E43-5D21FB5D3593},1-5-2014,,G,,G,G,M1,G,G,G,G,
{04167A68-3934-405E-9E43-5D21FB5D3593},22-6-2018,,G,,G,G,E3,G,,,G,
{0418BA68-288E-4274-AD75-CC0D77BDFC06},17-4-2014,,G,,G,L1,G,G,G,G,G,
{0418BA68-288E-4274-AD75-CC0D77BDFC06},27-6-2018,,G,,G,L2,G,M1,,,G,
{041D16A3-4759-4B62-AEE3-D15A05082DB4},1-1-2014,,G,,G,G,G,L1,G,G,G,
{041D16A3-4759-4B62-AEE3-D15A05082DB4},2-8-2017,,G,,G,L1,G,G,,,G,
{041D16A3-4759-4B62-AEE3-D15A05082DB4},16-5-2019,,G,,G,L1,G,G,,,G,
{0429A3D5-9B8F-480F-BE59-F4BC07084168},20-9-2016,,G,,G,G,G,G,G,G,G,
{0429A3D5-9B8F-480F-BE59-F4BC07084168},4-6-2018,,G,,G,M1,G,G,,,G,
{0429A3D5-9B8F-480F-BE59-F4BC07084168},14-5-2019,,G,,G,G,G,G,,,G,
{043789F7-FEC6-496E-B3B4-161D58755373},29-4-2015,,G,,G,G,G,G,G,G,G,
{043789F7-FEC6-496E-B3B4-161D58755373},25-7-2017,,G,,G,G,G,G,,,G,
{043789F7-FEC6-496E-B3B4-161D58755373},16-4-2019,,G,,G,G,G,G,,,G,
{044FC420-CF65-4326-8842-54F852FDDBF4},20-9-2016,,G,,G,G,G,G,G,G,G,
{044FC420-CF65-4326-8842-54F852FDDBF4},24-5-2018,,G,,G,G,G,G,,,G,
{044FC420-CF65-4326-8842-54F852FDDBF4},19-12-2018,,G,,G,L1,G,L1,,,G,
{0464BE01-1177-46F8-A8FD-BAADD46C70FF},21-1-2015,,G,,G,G,G,G,G,G,G,
{0464BE01-1177-46F8-A8FD-BAADD46C70FF},26-9-2017,,G,,G,G,G,G,G,G,G,
{0464BE01-1177-46F8-A8FD-BAADD46C70FF},7-2-2019,,G,,G,G,G,G,,,G,
{04682F70-4E13-46B5-8FCA-38AE34BD183B},10-5-2016,,G,,G,G,G,G,G,G,G,Object toegevoegd
{04682F70-4E13-46B5-8FCA-38AE34BD183B},9-5-2018,,G,,G,G,G,G,,,G,Object toegevoegd
{046A7045-6B37-4F0F-8F84-0F266DD51D5A},18-5-2018,,G,,G,G,G,G,,,G,
{047D2FCD-5F3B-424B-B84F-6E0182EA1754},2-5-2014,,G,,G,G,G,G,G,G,G,
{047D2FCD-5F3B-424B-B84F-6E0182EA1754},28-6-2018,,G,,G,G,G,G,,,G,
{047E243C-46C8-48C4-84B9-8A7A47C2D8AC},20-9-2016,,G,,G,E1,M1,G,G,G,G,
{047E243C-46C8-48C4-84B9-8A7A47C2D8AC},28-5-2018,,G,,G,M1,G,G,,,G,
{047E606D-A258-4746-83CD-63A8F20AB611},25-4-2014,,G,,G,G,G,G,G,G,G,
{047E606D-A258-4746-83CD-63A8F20AB611},6-7-2018,,G,,G,G,G,G,,,G,
{048C65F3-6751-433F-9BEA-B989CBC37709},20-3-2015,,G,,G,G,G,G,G,G,G,
{048C65F3-6751-433F-9BEA-B989CBC37709},21-7-2017,,G,,G,G,G,G,,,G,
{048C65F3-6751-433F-9BEA-B989CBC37709},3-5-2019,,G,,G,G,G,G,,,G,
{048F1B37-B464-4EE7-B15A-4B355392E26A},20-9-2016,,G,,G,G,G,G,G,G,G,
{048F1B37-B464-4EE7-B15A-4B355392E26A},18-5-2018,,G,,G,G,G,G,,,G,
{04932F57-2499-4B1D-95B8-7DE72E0EC6EC},20-9-2016,,G,,G,L1,G,G,G,G,G,
{04932F57-2499-4B1D-95B8-7DE72E0EC6EC},6-6-2018,,G,,G,G,G,G,,,G,
{0498C325-1CB6-4C23-9812-87D382B46237},16-3-2016,,G,,G,G,G,G,G,G,G,
{0498C325-1CB6-4C23-9812-87D382B46237},11-6-2018,,G,,G,G,G,G,,,G,
{04AAF889-679F-498F-A52D-9F6599198170},16-3-2016,,G,,G,G,G,G,G,G,G,
{04AAF889-679F-498F-A52D-9F6599198170},5-6-2018,,G,,G,G,G,G,,,G,
{04ABFA50-2BDF-4BCD-BEF8-0EE986EB4A6B},20-9-2016,,G,,G,G,G,G,G,G,G,
{04ABFA50-2BDF-4BCD-BEF8-0EE986EB4A6B},24-5-2018,,G,,G,G,G,G,,,G,
{04AD1460-DDD1-4BEC-B3D7-98632C484971},14-4-2015,,G,,L1,L1,G,L1,G,G,G,
{04AD1460-DDD1-4BEC-B3D7-98632C484971},1-8-2017,,G,,G,L1,G,G,,,G,
{04AD1460-DDD1-4BEC-B3D7-98632C484971},3-5-2019,,G,,G,L1,G,G,,,G,
{04AF0510-B925-4E88-8706-E1CC982E0E75},16-3-2016,,G,,G,G,G,G,G,G,G,
{04AF0510-B925-4E88-8706-E1CC982E0E75},11-6-2018,,G,,G,G,G,G,,,G,
{04B23F00-8C55-4452-BD26-5798480469A5},10-5-2016,,G,,G,G,G,G,G,G,G,
{04B23F00-8C55-4452-BD26-5798480469A5},15-5-2018,,G,,G,G,G,G,,,G,
{04B29C26-68CA-477B-AF63-EE886B738037},1-1-2015,,G,,G,M1,G,L1,G,G,G,
{04B29C26-68CA-477B-AF63-EE886B738037},26-7-2017,,G,,G,L2,M2,G,,,G,
{04B29C26-68CA-477B-AF63-EE886B738037},9-5-2019,,G,,G,G,E1,G,,,G,
{04BC51E7-F108-4EB7-83A2-1D19DCAD66C6},16-4-2015,,G,,G,G,G,G,G,G,G,
{04BC51E7-F108-4EB7-83A2-1D19DCAD66C6},18-7-2017,,G,,G,G,G,G,,,G,
{04BC51E7-F108-4EB7-83A2-1D19DCAD66C6},3-4-2019,,G,,G,G,G,G,,,G,
{04C6327A-0D47-49C0-92A0-DDAA255C45A3},16-3-2016,,G,,G,G,G,G,G,G,G,
{04C6327A-0D47-49C0-92A0-DDAA255C45A3},6-6-2018,,G,,G,G,G,G,,,G,
{04C90A8F-CD8B-46F5-A254-0FF9F128CB51},16-2-2015,,G,,G,G,G,G,G,G,G,
{04C90A8F-CD8B-46F5-A254-0FF9F128CB51},26-9-2017,,G,,G,G,G,G,G,G,G,
{04C90A8F-CD8B-46F5-A254-0FF9F128CB51},30-1-2019,,G,,G,G,G,G,,,G,
{04CB79D2-9A3E-468F-989B-7AC7CC1CDCCD},4-3-2015,,G,,G,G,G,G,G,G,G,
{04CB79D2-9A3E-468F-989B-7AC7CC1CDCCD},26-9-2017,,G,,G,G,G,G,G,G,G,
{04DCBBCB-11AF-4357-BEBC-DF1F5E379632},4-4-2017,,G,,G,G,G,G,G,G,G,
{04DCBBCB-11AF-4357-BEBC-DF1F5E379632},26-2-2019,,G,,G,G,G,G,,,G,
{04DFFDE9-FB45-4C3C-9105-3DFF862E989A},18-4-2014,,G,,G,L1,G,L2,G,G,G,
{04DFFDE9-FB45-4C3C-9105-3DFF862E989A},7-6-2018,,G,,G,G,G,L3,,,G,
{04E20975-267E-4FB8-83BF-ED836A518663},20-9-2016,,L3,,G,L1,G,G,G,G,G,
{04E20975-267E-4FB8-83BF-ED836A518663},22-5-2018,,G,,G,G,G,G,,,G,
{04EF4A34-B2FB-419D-8902-3F06A5462D10},10-4-2014,,G,,G,G,E1,G,G,G,G,
{04EF4A34-B2FB-419D-8902-3F06A5462D10},22-6-2018,,G,,G,G,E1,G,,,G,
{04F40065-5D2E-4DEE-9EFC-DE3B3FD0DBC3},20-9-2016,,G,,G,L1,G,G,G,G,G,
{04F40065-5D2E-4DEE-9EFC-DE3B3FD0DBC3},6-6-2018,,G,,G,G,G,G,,,G,
{04F88252-218E-41CF-9C02-20C8B1CB7691},1-1-2015,,G,,M3,G,G,G,G,G,G,dwarslas(sen) 12m
{04F88252-218E-41CF-9C02-20C8B1CB7691},9-8-2017,,G,,G,G,G,G,,,G,
{04F88252-218E-41CF-9C02-20C8B1CB7691},10-5-2019,,G,,G,G,G,G,,,G,
{0509E0AC-92BC-4AF4-BF58-A0841FFAB6DB},10-5-2016,,G,,G,L2,G,G,G,G,G,
{0509E0AC-92BC-4AF4-BF58-A0841FFAB6DB},25-5-2018,,G,,G,G,G,G,,,G,
{050B8663-101C-452C-9461-A0A236EF01F1},1-1-2015,,G,,G,M1,G,G,G,G,G,2 X gat(en)+ dwarsscheuren 5m + langsscheuren 3m thv Leeuwendaelersweg
{050B8663-101C-452C-9461-A0A236EF01F1},11-8-2017,,G,,G,G,M1,E1,,,G,
{050B8663-101C-452C-9461-A0A236EF01F1},8-5-2019,,G,,G,L1,E1,M1,,,G,
{0511ED15-1D31-4D74-9411-02421142AB46},20-9-2016,,M2,,G,L1,G,G,G,G,G,bh cb is goed
{0511ED15-1D31-4D74-9411-02421142AB46},4-6-2018,,G,,G,G,G,G,,,G,
{0511ED15-1D31-4D74-9411-02421142AB46},15-5-2019,,G,,G,G,G,G,,,G,
{051B873B-21AE-4CE0-9D6F-8A83531B692B},10-8-2017,,G,,G,G,G,G,,,G,Mutatie
{051B873B-21AE-4CE0-9D6F-8A83531B692B},7-2-2019,,G,,G,G,G,G,,,G,
{051D231E-4EE3-407E-B6D3-8E060EB640B6},16-3-2016,,G,,G,G,G,G,G,G,G,
{051D231E-4EE3-407E-B6D3-8E060EB640B6},13-6-2018,,G,,G,G,G,G,,,G,
{0522B33C-474E-40C7-8857-83FD1007ABB1},20-9-2016,,G,,G,G,G,L1,G,G,G,
{0522B33C-474E-40C7-8857-83FD1007ABB1},29-5-2018,,G,,G,G,G,G,,,G,
{0522B33C-474E-40C7-8857-83FD1007ABB1},14-3-2019,,G,,G,G,G,G,,,G,
{052479D2-C17A-4601-BEAA-DD156BFD1D59},20-9-2016,,G,,G,L1,G,G,G,G,G,
{052479D2-C17A-4601-BEAA-DD156BFD1D59},15-6-2018,,G,,G,L1,G,G,,,G,
{052479D2-C17A-4601-BEAA-DD156BFD1D59},15-6-2018,,G,,G,L1,G,G,,,G,
{052FE645-2877-49AB-A8F6-67AC654B2F7C},20-9-2016,,G,,G,G,G,G,G,G,G,
{052FE645-2877-49AB-A8F6-67AC654B2F7C},5-6-2018,,G,,G,G,G,G,,,G,
{052FE645-2877-49AB-A8F6-67AC654B2F7C},1-5-2019,,G,,G,G,G,G,,,G,
{0533D8AD-6E8F-4AC1-A73D-69EF93011D56},1-1-2015,,G,,L1,M1,M1,G,G,G,G,
{0533D8AD-6E8F-4AC1-A73D-69EF93011D56},10-8-2017,,G,,G,G,G,G,,,G,
{0533D8AD-6E8F-4AC1-A73D-69EF93011D56},9-5-2019,,G,,G,G,G,G,,,G,
{053DA6B2-563C-4AF0-AD74-72B2430215A7},13-2-2015,,G,,G,G,G,G,G,G,G,
{053DA6B2-563C-4AF0-AD74-72B2430215A7},26-9-2017,,G,,G,G,G,G,G,G,G,
{053DA6B2-563C-4AF0-AD74-72B2430215A7},30-1-2019,,G,,G,G,G,G,,,G,
{053E368B-FB34-4B04-9056-EA45A561E502},20-3-2015,,G,,G,L1,G,G,G,G,G,"Mutaties:
GBKN inmeten"
{053E368B-FB34-4B04-9056-EA45A561E502},25-7-2017,,G,,G,G,G,G,,,G,
{053E368B-FB34-4B04-9056-EA45A561E502},3-5-2019,,G,,G,G,G,M1,,,G,
{05438D64-542F-4428-891D-0B9E86203154},12-5-2014,,G,,G,G,E1,M1,G,G,G,
{05438D64-542F-4428-891D-0B9E86203154},28-6-2018,,G,,G,L1,G,M1,,,G,
{054674A9-7997-45D7-B4C1-86A8FE7192E8},23-9-2016,,G,,G,L1,G,G,G,G,G,
{054674A9-7997-45D7-B4C1-86A8FE7192E8},27-6-2019,,G,,G,G,G,G,,,G,
{05572212-8AD8-44CF-9E8B-91F6C01DD979},17-5-2018,,G,,G,G,L1,G,,,G,
{057138C6-6E1D-4D3F-98CF-2213689D118F},9-5-2014,,G,,G,G,G,G,G,G,G,
{057138C6-6E1D-4D3F-98CF-2213689D118F},21-6-2018,,G,,G,G,G,G,,,G,deel elementen
{05780F48-0B12-4B12-9349-BE39D59AC630},1-1-2015,,G,,G,L2,G,G,G,G,G,
{05780F48-0B12-4B12-9349-BE39D59AC630},26-7-2017,,G,,G,L2,G,G,,,G,
{05780F48-0B12-4B12-9349-BE39D59AC630},8-5-2019,,G,,G,G,G,G,,,G,
{0580DD45-8D11-47FD-BCE0-06F39038769D},8-5-2014,,G,,G,L1,G,G,G,G,G,
{0580DD45-8D11-47FD-BCE0-06F39038769D},22-6-2018,,G,,G,L3,G,G,,,G,Vuil
{058B428D-09BD-4537-A2BA-D282ED570603},10-5-2016,,G,,G,G,G,G,G,G,G,
{058B428D-09BD-4537-A2BA-D282ED570603},22-5-2018,,G,,G,G,G,G,,,G,
{058F9202-9E7A-4D61-9EA4-87BCC24C79B6},1-1-2015,,G,,M1,L1,G,G,G,G,G,diverse gat(en)
{058F9202-9E7A-4D61-9EA4-87BCC24C79B6},2-8-2017,,G,,G,L1,G,M2,,,G,
{058F9202-9E7A-4D61-9EA4-87BCC24C79B6},16-5-2019,,G,,G,G,G,G,,,G,
{05A18D32-FFD8-4B3A-8976-4D75D1BE2034},13-6-2018,,G,,G,E3,G,G,,,G,
